store_token,transaction_id,receipt_token,transaction_time,amount,user_role
25a8e238-9418-45ad-91be-696b1680f99c,0e6e59cc-8cf6-414b-ab39-63f4045cc69f,WEDPRO5,20260604T110410.000,245.8,Cashier
ce406b6e-efe3-4d98-87ac-00ccee88f463,b692aa9a-a2ec-43c4-8411-ca270dbc1f0f,BXXJTTSZG,20260604T124423.000,70.55,Trainee
3fa2e9b8-f282-4d09-9b66-994c4effe132,cea656dc-9e0c-42e4-b0ec-da8f972f5140,485N9RTNSN,20260604T115224.000,248.02,Cashier
809d7eb3-66cd-4589-a447-22c493d955a5,1f4c5ad4-32fc-4889-884a-ddde6694970c,N5269MWB1NP,20260604T203743.000,285.17,Seller
e89f7b31-7256-45cd-9cfd-773eadcf6ca6,af6f4d79-930c-4c07-a85c-1ded3c7f7336,8S6AQUJ23APV,20260604T225347.000,149.85,Cashier
619de4ec-97bf-4f7a-a2db-823de12827b3,e906970c-0b6c-4f0f-86bf-84af25763258,8DMN2I9K7FP,20260604T094205.000,19.4,Trainee
0c64347f-7789-4cd5-8349-0e099a24b07d,16e80fc4-35e2-45de-ba22-4a609fff47d3,DLVHGRA,20260604T105336.000,170.45,Seller
58fd0d3e-a590-4090-8104-363aeac003db,bfbb2979-945c-4d26-bf32-083dab19514a,99HA47OTWLR,20260604T214638.000,123.13,Manager
cc453118-028c-4623-86b1-342d5724538f,e062885b-9a05-4835-9aaa-404299dc455c,YDFSET31EAV,20260604T215907.000,139.35,Manager
619de4ec-97bf-4f7a-a2db-823de12827b3,fdb02e32-a4ed-4a16-ba8c-f554ebd1b7f3,COZ540H,20260604T133117.000,53.56,Seller
3fa2e9b8-f282-4d09-9b66-994c4effe132,fd8704f8-7089-4ff6-b872-549f22202ea8,052JUNX,20260604T115927.000,16.91,Trainee
cc453118-028c-4623-86b1-342d5724538f,b2407de2-aac3-4038-93ac-21258c88827c,U12HR,20260604T183924.000,18.96,Manager
0b718938-3ecc-4919-81de-e58ea054e10b,be0c8a8e-b3b7-4ca7-b0e0-84ad57599091,K9Y2J3UM,20260604T143839.000,48.87,Seller
74752c03-8ac5-44d6-bfae-82bb7056304d,50d18de8-22b9-4006-bb31-a104748a3e2e,IC2GA4OS9YR,20260604T140814.000,299.54,Trainee
15f7f26c-bcfe-4a0f-9bab-8238f1b7b4df,5d068389-e67e-415f-bad9-7fbf5cf1b59c,ZWBZXKN3SR,20260604T112024.000,141.9,Seller
0c64347f-7789-4cd5-8349-0e099a24b07d,4ac37d1d-ef5e-49fb-b749-a34483596b7b,Z2P9J,20260604T225509.000,291.12,Seller
74752c03-8ac5-44d6-bfae-82bb7056304d,3bc3fb41-d5bb-42ee-966a-e488876f3c30,GZYGYO,20260604T113907.000,47.63,Cashier
e89f7b31-7256-45cd-9cfd-773eadcf6ca6,4fa7076d-3415-469e-a36f-052b8c459845,JIAUK0O1GF,20260604T152702.000,231.68,Seller
a868d35c-272d-4e57-ae73-e9cbdbb4fa3b,84d346a0-c3fe-4da1-ac40-c46ef49110bd,UATQ14O75,20260604T134415.000,151.22,Trainee
15f7f26c-bcfe-4a0f-9bab-8238f1b7b4df,8e3bc6f1-f763-43ae-b06a-bfb19cd03145,5CGE97YTM,20260604T152106.000,216.09,Trainee
ce406b6e-efe3-4d98-87ac-00ccee88f463,57908e50-27fa-48b6-b9ea-590c7dd53fcf,6ZDRS0C,20260604T174311.000,288.27,Seller
25a8e238-9418-45ad-91be-696b1680f99c,2a28c62f-5431-4a04-adad-347130e109f8,2U1JIO0A,20260604T130005.000,278.42,Trainee
ed1d2176-81d1-4f7f-8120-239866b57119,7f29993d-ee77-43bc-a178-c36d4b02b5d8,1FYGRTQ345,20260604T201633.000,230.21,Cashier
3fa2e9b8-f282-4d09-9b66-994c4effe132,df719fe8-ee61-45c6-979f-4e2640eec468,QOPQZGIODTA,20260604T215037.000,33.45,Seller
a868d35c-272d-4e57-ae73-e9cbdbb4fa3b,b82ab395-1ebd-4eb4-b193-6eb3bbd2b118,5R6R6ZZDYXRJ,20260604T082409.000,202.82,Cashier
3fa2e9b8-f282-4d09-9b66-994c4effe132,12674538-5a73-42d0-a3a7-af61a1699dc3,BNLJSG,20260604T225347.000,61.51,Cashier
cc453118-028c-4623-86b1-342d5724538f,d512dc64-15d5-4d28-ac6c-0b4c49e2cf71,IPIX3S,20260604T165111.000,226.62,Manager
809d7eb3-66cd-4589-a447-22c493d955a5,8f25b515-659f-4b13-8d60-34814714dbde,9OUCB29,20260604T085047.000,86.06,Cashier
ce406b6e-efe3-4d98-87ac-00ccee88f463,fdfa72a4-1e96-41fa-b606-aee681afac2a,9H4UIXWBD8,20260604T080532.000,90.37,Cashier
54697b19-da4f-49e7-b931-e74fbee8c0da,161c302f-8ecb-4ee7-b1e7-2072cb4331c5,ER51LB15D,20260604T121917.000,204.06,Trainee
ed1d2176-81d1-4f7f-8120-239866b57119,17b42e92-8290-4be4-b526-ce67cecebfb2,SOQ83HF7RY6,20260604T220305.000,96.6,Trainee
e89f7b31-7256-45cd-9cfd-773eadcf6ca6,fc7c7a3d-25b8-4c91-989c-1e172738caa2,O5L3JMH,20260604T135528.000,237.51,Seller
7ae13118-81bb-4ac1-afa8-fcc3b9c96e0a,f1aebd59-4883-4654-950f-441205f0ddf9,REHYG326,20260604T171317.000,71.28,Seller
58f566e3-835f-42ea-ae7e-8315bc1c4bfd,60ca602d-e33f-4555-80e3-cd9da5d8e1d5,9ODZ3N2F6DZZ,20260604T191729.000,202.82,Trainee
3fa2e9b8-f282-4d09-9b66-994c4effe132,286373ef-d0b8-4bca-b5a6-118e7fcd90e0,OV2OXSHTQ,20260604T112026.000,188.15,Cashier
619de4ec-97bf-4f7a-a2db-823de12827b3,5e040482-72c9-42d1-841c-9d16a159f654,ZT467O8EAZ,20260604T120241.000,208.91,Trainee
ce406b6e-efe3-4d98-87ac-00ccee88f463,2e664807-d912-492e-9233-e180617683dd,NO2Z2IPU,20260604T184050.000,83.61,Manager
619de4ec-97bf-4f7a-a2db-823de12827b3,e49c8a2d-5daa-423b-a2ac-14213510cb34,MIHFUR6OU34A,20260604T115913.000,71.74,Seller
54697b19-da4f-49e7-b931-e74fbee8c0da,29ac0e42-2c04-4e19-bc0a-8359f7da83bd,JY40K,20260604T094945.000,156.75,Trainee
74752c03-8ac5-44d6-bfae-82bb7056304d,25a118b9-6cea-4f5d-ac95-6efc6282c2cf,YI8Q3LFZ6Z,20260604T191027.000,148.42,Manager
15f7f26c-bcfe-4a0f-9bab-8238f1b7b4df,d1168b4c-a6ee-42a7-9c5a-aacfd0e2f4fa,DWR6V1ERA,20260604T151507.000,159.6,Cashier
cc453118-028c-4623-86b1-342d5724538f,8219e753-9f7c-482f-a224-e0f9fed51971,NUSNS0EOD,20260604T202758.000,225.5,Trainee
58fd0d3e-a590-4090-8104-363aeac003db,e5bcfd3d-0e61-4114-ae4e-2cbf6fb82e88,ND83YWGLBK,20260604T142514.000,248.16,Trainee
619de4ec-97bf-4f7a-a2db-823de12827b3,f6edb606-b72c-46ec-b544-d9e376aee93b,DSR80SINBF,20260604T222126.000,21.11,Trainee
58fd0d3e-a590-4090-8104-363aeac003db,6ac0bf84-4a0f-4dd6-9af3-b2ca2c40d86e,4P9CYLA,20260604T181430.000,37.9,Manager
ed1d2176-81d1-4f7f-8120-239866b57119,0f8505d2-eccb-4990-acb4-fb08867a47da,EL4B2DIYCA,20260604T085702.000,91.64,Trainee
0b718938-3ecc-4919-81de-e58ea054e10b,f0833b21-e330-41ad-ab4f-7b7778f0db63,HP2YFAJ,20260604T165303.000,85.8,Cashier
54697b19-da4f-49e7-b931-e74fbee8c0da,c2b6d776-fccd-4975-8780-14e635bd7925,FRUDOU0,20260604T110955.000,232.8,Seller
58fd0d3e-a590-4090-8104-363aeac003db,8f4f30b6-0076-45ce-bb63-c12ed6735e47,4M22IQ,20260604T185051.000,259.64,Manager
ed1d2176-81d1-4f7f-8120-239866b57119,450e9c4d-2156-4802-b838-af740d56183c,HOL07F4Q5DUN,20260604T193615.000,255.86,Trainee
9b97cd51-786f-4f11-b59d-8628e7c09d3a,859075bc-9157-4812-8c37-75af05714ceb,02YHZMH7,20260604T223957.000,238.04,Manager
54697b19-da4f-49e7-b931-e74fbee8c0da,be7ce6b1-2c84-4008-a714-9fef80d19df4,388L861,20260604T215722.000,287.4,Manager
9b97cd51-786f-4f11-b59d-8628e7c09d3a,e7583e64-1260-431a-82ea-1973dfdffd3e,05DWIXISHKC0,20260604T195804.000,116.4,Cashier
74752c03-8ac5-44d6-bfae-82bb7056304d,97f50ac2-a437-497a-ab0e-91cbfbcef396,CZE65,20260604T155701.000,39.44,Seller
ed1d2176-81d1-4f7f-8120-239866b57119,22662db6-969c-4094-b29d-170a6a2e264d,OO86NMI8VH,20260604T100802.000,132.33,Seller
a868d35c-272d-4e57-ae73-e9cbdbb4fa3b,84f2099e-bcd9-4eb1-9a41-134900741e1c,AH8TBE,20260604T130909.000,234.49,Cashier
3fa2e9b8-f282-4d09-9b66-994c4effe132,2620d2c9-365c-4516-8472-90ff1e4a1e5e,BUZZ51A91,20260604T222514.000,221.05,Seller
809d7eb3-66cd-4589-a447-22c493d955a5,c34bb512-3e7f-4817-aac1-561489accab7,WDMQOBOB7,20260604T133820.000,196.82,Trainee
e89f7b31-7256-45cd-9cfd-773eadcf6ca6,2732096a-60df-4dbd-89fd-39b1b0cb54da,SQB5E,20260604T204204.000,293.15,Manager
0c64347f-7789-4cd5-8349-0e099a24b07d,1077083f-f0e9-4d5f-8f75-d5d4ff387d16,RCYDDTY8G,20260604T222120.000,273.3,Trainee
9b97cd51-786f-4f11-b59d-8628e7c09d3a,eaa00091-d094-4b49-ad61-33af58f1e650,BVJT3919,20260604T200002.000,131.19,Manager
25a8e238-9418-45ad-91be-696b1680f99c,cf340e3c-7403-4898-a2ee-fae8ecc96265,HP1WT1DB56WZ,20260604T173040.000,154.1,Cashier
15f7f26c-bcfe-4a0f-9bab-8238f1b7b4df,c4e0f6b7-26f7-4d7e-8d33-db314f7bae0d,ZTDQI,20260604T102738.000,200.82,Manager
54697b19-da4f-49e7-b931-e74fbee8c0da,ae349240-b4a9-410a-9da1-1f1e9c0e0654,KA7KHDBN9,20260604T185002.000,138.9,Seller
25a8e238-9418-45ad-91be-696b1680f99c,20bb7348-0194-4f64-98ca-c95194b83da4,QSBAWQ8NLM,20260604T211612.000,132.61,Trainee
58f566e3-835f-42ea-ae7e-8315bc1c4bfd,43e85f01-7e6e-4fbf-8f33-560c33c35f5f,MU8WUO,20260604T155457.000,90.14,Manager
809d7eb3-66cd-4589-a447-22c493d955a5,48253318-253e-4903-a9e2-d03b1c4cfc13,9M8G4RJ,20260604T090356.000,212.57,Trainee
809d7eb3-66cd-4589-a447-22c493d955a5,6b5077e9-9b39-4977-a0c6-ff19d3c406e4,5C0BL6R,20260604T185416.000,152.86,Trainee
619de4ec-97bf-4f7a-a2db-823de12827b3,18eab1df-edba-492b-90cf-92c0f94057da,4CB6F5,20260604T134901.000,10.35,Trainee
a868d35c-272d-4e57-ae73-e9cbdbb4fa3b,1822a202-e4d1-402b-96a4-38855ce82b30,L9B2U5,20260604T182402.000,177.44,Manager
0c64347f-7789-4cd5-8349-0e099a24b07d,5785d621-8a90-4333-b52c-d2f270dd7787,DTCQ0H8,20260604T130835.000,69.14,Seller
619de4ec-97bf-4f7a-a2db-823de12827b3,2ba4ace8-315f-4b24-a043-3e8f2da14959,W7O0MNVQX80,20260604T124818.000,25.85,Manager
ce406b6e-efe3-4d98-87ac-00ccee88f463,bbd5f278-33ab-4b8a-a4ca-28b116568eba,WCQ8B,20260604T095335.000,118.5,Manager
0c64347f-7789-4cd5-8349-0e099a24b07d,4dd358f6-2e46-4ea7-b6c6-7ca4e094ca43,QRG9TST3ZQJ,20260604T102946.000,192.58,Manager
