store_token,transaction_id,receipt_token,transaction_time,amount,user_role
8ec2f983-bfad-42f6-9896-b54a28226f41,19704f54-8e79-4c13-86a3-a7ee07b0dc15,F2XFU,20260602T135737.000,25.2,Manager
a7405bfe-a0c2-43a3-b36b-6170fea28228,50f67fb2-63ae-47dd-bb46-d58be91f899c,D3VKHTG8X,20260602T202705.000,235.49,Trainee
a7405bfe-a0c2-43a3-b36b-6170fea28228,ab8c8244-6fa0-41d9-a4ba-85e477d59879,1LETBLOKERWO,20260602T124450.000,203.23,Seller
a3feebda-96b6-4da1-a8e6-637fea947c87,f6489f1a-0c47-47c5-83e4-42e3834bbb8e,38YCYZNM,20260602T191132.000,140.93,Cashier
8ec2f983-bfad-42f6-9896-b54a28226f41,122b26e9-ef2e-40a8-bcb3-dc07b474144d,WODO4D17,20260602T224726.000,184.07,Seller
8ec2f983-bfad-42f6-9896-b54a28226f41,b18ecb5c-4278-41fe-90e8-99a5a13fb5d3,EATNA5K,20260602T081253.000,45.51,Manager
d477c298-0360-40d8-9878-07326b8961cb,27d11562-8b4c-44ae-9d7a-9c4af30bae2a,9Q121MJK,20260602T200903.000,246.38,Seller
7913dd81-75e1-4a67-8303-b8f251a41d90,108ce057-9cf0-406d-b240-52aed97b9f6c,A84D03DN,20260602T211028.000,149.56,Trainee
8ec2f983-bfad-42f6-9896-b54a28226f41,9d218186-61db-4273-b41a-bee81497775e,6EGBY9X,20260602T111843.000,84.08,Seller
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,686e7659-2eba-4b34-80a8-5e3bc3532446,TET1TV,20260602T213744.000,261.8,Trainee
206001c8-c28b-48f9-a409-9e7536ea17e7,852ea59a-dece-4770-9006-4c9e2f7d0a44,VV6YMD,20260602T190812.000,212.71,Trainee
83af0909-89ac-466b-9adf-f3f4eca03563,f3bb8692-4d70-4383-ae29-866e611b230c,QJVVD7WZEU,20260602T163941.000,65.83,Cashier
0b811f15-3d98-4f9c-ba07-1505617c47d5,56dabd94-1c4e-4676-8f14-8f1aced7b750,JY84IZ3,20260602T155818.000,158.93,Manager
d40e7a42-0e28-4c77-b654-e01ccdff60a8,77dd04bd-6662-4b09-a7fc-aec991faf836,QGMNOGXYRG7,20260602T124027.000,143.41,Cashier
b0d6fb46-4656-48be-8678-fe61c8b1b931,c9e12de0-a278-4d3c-bcd5-278b22e52665,84WDOGZX,20260602T223625.000,9.38,Trainee
8ec2f983-bfad-42f6-9896-b54a28226f41,f4d12735-2d03-421a-b6c4-541a1ac5903b,UPAQTA2,20260602T161334.000,291.14,Seller
9e771243-eecd-4be9-8bbe-b28bbeb96101,1a7c26e7-e131-48fd-9c91-4a9d1744b5d4,12GHGTYHVV0,20260602T133930.000,179.07,Manager
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,3726f9bd-ff65-497e-9050-07c43eb8dedc,YCJRPGG,20260602T101306.000,106.41,Manager
9e771243-eecd-4be9-8bbe-b28bbeb96101,0633109c-74d1-4d9b-884a-7b4fb4b553be,WX9JI7,20260602T083226.000,167.59,Cashier
d40e7a42-0e28-4c77-b654-e01ccdff60a8,9625eb7b-f44c-4104-84a9-0daf697b9af3,4OZPO8EDB563,20260602T174400.000,36.08,Cashier
d40e7a42-0e28-4c77-b654-e01ccdff60a8,4061e8fb-ae40-4066-be68-8b5aa3bd0fd3,DVBY32R4V8O,20260602T103617.000,208.53,Manager
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,888ae44c-1e26-4ca6-b496-d7b957dec24a,2KRQ7M6TRZ,20260602T210244.000,121.64,Cashier
d40e7a42-0e28-4c77-b654-e01ccdff60a8,79dc7b9d-47f6-4d53-849c-5dcff5c76166,IQPKA58,20260602T194136.000,261.4,Cashier
8ec2f983-bfad-42f6-9896-b54a28226f41,b5a758b6-d0f7-46b4-a8f7-5d668105ff3f,OUPHYXNK8B,20260602T124122.000,81.06,Trainee
7913dd81-75e1-4a67-8303-b8f251a41d90,83c5eea6-0eeb-4951-a839-7c4529826cfe,7R7MI7FBAID,20260602T120439.000,88.56,Seller
d40e7a42-0e28-4c77-b654-e01ccdff60a8,8d78e90e-be52-4bed-a50e-7a8bd71a092d,MNJ3UHP96P,20260602T172500.000,213.6,Manager
d477c298-0360-40d8-9878-07326b8961cb,3ed5a02a-2ca6-4ee2-9aad-b9909551b2ff,3NU4RL9V,20260602T092452.000,57.29,Trainee
7913dd81-75e1-4a67-8303-b8f251a41d90,41d5b6c5-e6a7-4455-9c39-23f1c3035493,SJ7XIIQL94U3,20260602T182955.000,82.99,Trainee
6434064d-dd58-4a3c-a8f8-ef905f51b825,dc623275-e684-46f7-af7e-96ccbbb17a23,KGEQM4,20260602T201009.000,285.16,Trainee
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,91bceeb9-a03f-407a-a88e-5839b971fe90,T7GSM01R,20260602T180444.000,247.07,Seller
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,dc4aa6e9-972e-4b6c-b1df-99fe620c4d4e,PM8QO09FJZT,20260602T123508.000,92.34,Trainee
f5e4cde1-7438-471c-a77c-16510f82d215,37b2dff8-236b-4e9f-b167-29d5c046508b,E73MTXP,20260602T183732.000,14.74,Trainee
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,0c3c96c7-cad0-4032-87e5-806bd155a008,YT15K1XK,20260602T193135.000,161.86,Seller
a3feebda-96b6-4da1-a8e6-637fea947c87,726f1001-f844-431d-acc9-f6b0da11fde8,PVUH2,20260602T202430.000,228.68,Cashier
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,496307a8-0339-402d-8b1f-a2dcc6d4d330,5C6VGA63BN2O,20260602T155735.000,62.34,Manager
7d0d92dc-950a-47d6-98a0-7ece5667ddb4,c0e43ae3-dc40-49cf-a87a-ea820c01b972,EE3U3AL3Y9W,20260602T170928.000,66.36,Cashier
a7405bfe-a0c2-43a3-b36b-6170fea28228,7b3c3351-462d-45d3-8701-7e7dfb5b5bac,9BL8JO3WEI91,20260602T165924.000,282.26,Seller
d40e7a42-0e28-4c77-b654-e01ccdff60a8,78d00a43-14fc-4da4-9538-4c41a9f51a1c,CLOCD7VQOUT,20260602T142946.000,251.86,Cashier
6434064d-dd58-4a3c-a8f8-ef905f51b825,2eb2d16f-6df6-49fc-b68c-b010ca59797b,I6PSS4J5QQN,20260602T214652.000,173.52,Manager
7d0d92dc-950a-47d6-98a0-7ece5667ddb4,9c51412d-682f-42ee-adf8-f64f5ed0709f,6SHEZWAA5GOX,20260602T170156.000,231.77,Seller
a7405bfe-a0c2-43a3-b36b-6170fea28228,3ae8200f-1b78-4e1d-a7f4-d98f02dcd581,61AT79,20260602T171206.000,53.99,Trainee
8ec2f983-bfad-42f6-9896-b54a28226f41,15e81479-4dca-45cc-82b6-00f9df83b180,H7M0N,20260602T132620.000,99.58,Trainee
b0d6fb46-4656-48be-8678-fe61c8b1b931,0cba6698-e225-48b7-9d4f-19f6aaebc8ec,K87T6T,20260602T161549.000,10.9,Seller
6434064d-dd58-4a3c-a8f8-ef905f51b825,229cc6d0-54e2-4199-8dc1-a44509365bec,F0PI1JI,20260602T094117.000,231.01,Manager
9e771243-eecd-4be9-8bbe-b28bbeb96101,a7fd6958-a658-494f-a641-87cd21cef122,2YNU8,20260602T201114.000,261.88,Seller
8ec2f983-bfad-42f6-9896-b54a28226f41,c8ad9a0b-f0c5-4d79-b1f9-e9003f2b9782,11QXN6,20260602T191643.000,267.88,Manager
0b811f15-3d98-4f9c-ba07-1505617c47d5,925ba7c2-e27b-4a43-b386-44e6e68ddeeb,0194QWR,20260602T182005.000,240.02,Seller
a7405bfe-a0c2-43a3-b36b-6170fea28228,51a3e744-d78c-40da-977e-4000ebdbcd6e,IYU58JA1VJQ,20260602T213000.000,18.74,Manager
d40e7a42-0e28-4c77-b654-e01ccdff60a8,c482d1b3-4562-49d1-a956-c86d69b407ea,H4Y46U,20260602T212527.000,180.31,Cashier
a3feebda-96b6-4da1-a8e6-637fea947c87,163303ef-9eec-4c9f-aff3-6600af1887f4,NB6W21JFINH,20260602T205636.000,228.74,Cashier
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,04a4d23e-5460-43d3-a06c-18279aa371a2,KMPZC6W,20260602T170928.000,244.49,Seller
d477c298-0360-40d8-9878-07326b8961cb,ade1d99a-fee2-49a1-bf1d-57a2d8d279d8,9WV5LZ,20260602T184658.000,116.14,Seller
d477c298-0360-40d8-9878-07326b8961cb,cb30777b-cfbd-40ee-9667-3f6da36d7e48,CKWDMCY0BFU2,20260602T140533.000,286.95,Cashier
8ec2f983-bfad-42f6-9896-b54a28226f41,5b2021b8-79ea-468f-8dfc-3405e0e3f466,XE1HZ7NH1P,20260602T093725.000,267.76,Manager
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,bb9c8452-22ab-4632-b301-04fd45aa0243,YBLPAEL6309,20260602T225910.000,47.3,Seller
7913dd81-75e1-4a67-8303-b8f251a41d90,7dce7623-89a5-4910-8991-5a8e148feef2,6S1FZU6XT6F8,20260602T212654.000,186.64,Cashier
a7405bfe-a0c2-43a3-b36b-6170fea28228,6c970a5a-f46a-4e2e-950a-b56e3545fd66,9WGQ7L18G,20260602T163400.000,287.62,Cashier
7d0d92dc-950a-47d6-98a0-7ece5667ddb4,354aabfa-414f-4a6e-946d-ac1ff3e55e37,5T0OUWW,20260602T162818.000,81.86,Cashier
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,0984db74-0a51-4088-99cc-929b576e6848,F4WMK3,20260602T093954.000,65.82,Manager
d477c298-0360-40d8-9878-07326b8961cb,01ea7b6d-5cd7-471b-bedf-33aa2694650b,LDV7DYY3FZ,20260602T171752.000,43.93,Cashier
8ec2f983-bfad-42f6-9896-b54a28226f41,a123bcb7-27e7-4e7a-ac33-6ef2d46cbe0a,8367S58SOK,20260602T100400.000,183.3,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,1169686b-75ec-4540-9ff2-8b43834d357a,DCDELLF7,20260602T172812.000,37.57,Manager
a3feebda-96b6-4da1-a8e6-637fea947c87,4d6cee95-d4f5-4f87-b4bb-72158065b579,5T7ZMQGHZ5,20260602T174646.000,265.51,Seller
d477c298-0360-40d8-9878-07326b8961cb,e7a1def6-52f0-4695-90f9-29ebed4fbe88,JTD9Y,20260602T120859.000,44.64,Seller
6434064d-dd58-4a3c-a8f8-ef905f51b825,29675336-b774-42fc-ba65-ffa7ab45e00b,YENF38JC8CU2,20260602T100454.000,64.13,Manager
a3feebda-96b6-4da1-a8e6-637fea947c87,7a7d6c1e-5976-4d73-8af6-e5b796c09dd5,ZYREMUNY2,20260602T094133.000,78.16,Cashier
a7405bfe-a0c2-43a3-b36b-6170fea28228,5371b648-583d-4a8d-9d92-8b2a31d945bd,5RNUWI9PHVH,20260602T124350.000,117.43,Seller
7913dd81-75e1-4a67-8303-b8f251a41d90,3309a390-8cf2-4cda-b550-274f632ded55,SUB7LB1S,20260602T211111.000,262.07,Trainee
d40e7a42-0e28-4c77-b654-e01ccdff60a8,85f871ce-8d7a-4fe4-9285-075667ed1230,GPW6FBF99D0,20260602T155018.000,35.45,Trainee
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,126c077b-695e-406c-9827-7636c01e4648,0KM6MH4NJUBG,20260602T104726.000,185.33,Trainee
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,c45bf2a0-8cc5-4f36-9629-b5e5316cff1e,IE9E1UE9F,20260602T183155.000,208.54,Trainee
b0d6fb46-4656-48be-8678-fe61c8b1b931,1a26710d-94bf-4cf0-b7c2-fcf3c0fdb528,A5TKQGI,20260602T213521.000,60.09,Seller
d40e7a42-0e28-4c77-b654-e01ccdff60a8,f40a28dd-e109-46d6-a205-a4c1dc6bffea,WS52HMYFU,20260602T223400.000,104.62,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,01078999-baf4-4391-9afd-c4da3dfa8d56,9TY32DS,20260602T095142.000,207.81,Seller
b0d6fb46-4656-48be-8678-fe61c8b1b931,a9377387-a319-4659-a09d-e05e140c5916,ENOESKPG,20260602T124313.000,246.72,Seller
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,c53ef8e1-ee28-403c-b9e6-70faffbe31c5,AQ4QJXSHS9,20260602T164158.000,224.81,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,e2816e3b-5a44-4293-a269-d2e897626527,06GVYP3,20260602T165817.000,199.93,Seller
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,165cd017-ffc4-4f87-984f-cb1a72e6bd10,GOPMOVEC,20260602T181447.000,261.93,Cashier
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,63322e45-424f-4887-8caf-5698f810aee7,2K1YN45NW0C,20260602T123633.000,221.87,Cashier
0b811f15-3d98-4f9c-ba07-1505617c47d5,6b15a216-aa7f-4e7c-bebb-efaf4aeaaec6,Q8D9HX,20260602T165131.000,130.33,Manager
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,12aa669e-d38c-4f46-be11-90087c076e6b,FR7FR0,20260602T093639.000,217.09,Trainee
f5e4cde1-7438-471c-a77c-16510f82d215,18ee071a-de90-43c9-9f84-4e0588da1e1c,7J9FSWK5,20260602T153203.000,104.79,Trainee
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,66136822-61f4-4557-8920-154aaff93d8d,0404W4W,20260602T094931.000,177.26,Trainee
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,15cd58b2-f590-4ea7-a155-aa2e45cd1903,0WFJP,20260602T150839.000,76.65,Seller
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,d0cc36e1-3f4a-4373-8b73-a143bcc96172,OYZK08,20260602T191628.000,292.13,Cashier
d40e7a42-0e28-4c77-b654-e01ccdff60a8,1cb2cfe2-2061-42d0-9202-101557a4188a,2TQF7G4J,20260602T155237.000,122.41,Trainee
206001c8-c28b-48f9-a409-9e7536ea17e7,07d94cef-64ed-4efe-96ca-70b28011fa58,EPAUPO0M,20260602T101800.000,39.71,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,5d316f45-040e-4d1b-ae90-c4974fae6e21,9DLRWO,20260602T091706.000,23.17,Manager
a3feebda-96b6-4da1-a8e6-637fea947c87,31e0db0f-79b7-4a6b-8751-1ac22e8af8bf,JYEWTMVP,20260602T195305.000,197.66,Cashier
7d0d92dc-950a-47d6-98a0-7ece5667ddb4,1cd687ad-364f-4b66-bf10-9bbd13fecbee,TTEN25,20260602T203049.000,206.36,Cashier
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,c156c18d-e0ac-4540-8601-ea5ee9afe55b,8NU0F0SXQ,20260602T214102.000,267.74,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,543efb0b-2ab9-439c-aa13-090a74ae7ee4,3K208QP2N,20260602T193110.000,54.44,Seller
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,07fa0527-d1a2-4b95-870b-710509f81b46,10HW8S1,20260602T121038.000,237.68,Manager
a3feebda-96b6-4da1-a8e6-637fea947c87,5cd3cdea-618e-4800-8ba7-f58f56bc7b38,IOXR9,20260602T120558.000,88.09,Trainee
6434064d-dd58-4a3c-a8f8-ef905f51b825,4b4c0299-04e2-4d75-82c4-80493b038a79,5QHTEUDB1JH,20260602T220901.000,194.18,Cashier
6434064d-dd58-4a3c-a8f8-ef905f51b825,483a3f4e-9f69-4c68-bbae-9da2ee2b62dd,QT6L53C,20260602T180701.000,190.11,Manager
b0d6fb46-4656-48be-8678-fe61c8b1b931,f99d81bb-c2c2-4880-b00f-c011fc8dfc18,RJNSAIB,20260602T130930.000,271.08,Trainee
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,befd31d3-b3b6-43ee-862a-d7d14ae94046,4ZP3L6KY,20260602T221347.000,246.1,Cashier
d40e7a42-0e28-4c77-b654-e01ccdff60a8,82ce395d-bd5d-4f13-ba45-4e4723f466a2,BY4FCAG,20260602T192617.000,92.58,Seller
b0d6fb46-4656-48be-8678-fe61c8b1b931,06cbd2b3-21e0-48f3-907e-fb4ef83c3619,0QNZZ70WJ6,20260602T220722.000,54.85,Trainee
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,0648bcce-fa9c-4f2c-8250-b1208c2dc0c6,3041EEEH79NQ,20260602T182554.000,118.39,Manager
d40e7a42-0e28-4c77-b654-e01ccdff60a8,0048f463-1893-40a5-9681-7c3152e067c8,L4SBOFFSP,20260602T180939.000,189.86,Cashier
83af0909-89ac-466b-9adf-f3f4eca03563,9bb3fdd0-9928-4f65-a688-92ec4eb55e4f,Q5D7BZAI,20260602T171316.000,264.07,Manager
b0d6fb46-4656-48be-8678-fe61c8b1b931,43e50c0c-25f7-433a-a3d5-9f261467fb62,GBYSI2NGJ,20260602T130025.000,173.87,Cashier
b0d6fb46-4656-48be-8678-fe61c8b1b931,a4e82180-c276-4c52-89ca-05fca380146b,4JYCVA4JJT,20260602T120629.000,64.29,Seller
8ec2f983-bfad-42f6-9896-b54a28226f41,1ee6b7f1-518d-4eca-8abe-22e5bead25d9,G77LXZN,20260602T160455.000,30.6,Cashier
9e771243-eecd-4be9-8bbe-b28bbeb96101,d4fcee1e-ca83-4918-80e9-74f15123b095,R5KA089Y0NX5,20260602T181721.000,272.6,Manager
b0d6fb46-4656-48be-8678-fe61c8b1b931,a0a526b8-97b3-4f2f-9782-5b746662bf21,N7RSA,20260602T121642.000,24.76,Seller
b0d6fb46-4656-48be-8678-fe61c8b1b931,6ace9abe-9aca-40c2-9233-351dd3cd109f,XZNYNCPTMF2U,20260602T210412.000,261.24,Manager
d40e7a42-0e28-4c77-b654-e01ccdff60a8,ac23030b-077f-48f4-b776-005e2b0cf9ab,WNBSD3EW4Z0T,20260602T121626.000,133.83,Manager
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,fb278035-170e-4d3a-a15a-88b1c41f516b,H8CIVQ4CXN,20260602T161050.000,203.76,Cashier
0b811f15-3d98-4f9c-ba07-1505617c47d5,546c3fda-c438-48d6-9e00-42fed41b869e,98ZY1PSFK6MH,20260602T145117.000,191.16,Manager
7913dd81-75e1-4a67-8303-b8f251a41d90,462c333f-5333-44ac-bced-9b9f3e85b8a1,H18MITDO,20260602T204152.000,259.44,Cashier
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,826d60ed-ee17-4eb3-b3d9-b91b442d38e5,WP4PJEPRMG,20260602T194118.000,286.55,Trainee
a7405bfe-a0c2-43a3-b36b-6170fea28228,c91103fc-38bb-41ea-9813-1b6101231fdb,NUDJRZN,20260602T102046.000,137.61,Seller
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,d4b4c969-08ef-46c2-a6b7-803aea51629b,9YTLVR5L,20260602T145248.000,75.85,Trainee
7913dd81-75e1-4a67-8303-b8f251a41d90,f1d0e216-8078-4386-a237-f5059dd75b37,UF8MZRBW,20260602T091932.000,176.59,Cashier
f88c9fcc-a2fe-467f-afb3-fbd24a5c6e8f,1932c853-dad7-4083-96ab-ac6c2e00e690,KQY9SNI3C7UA,20260602T135056.000,252.45,Seller
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,31a55319-5340-4c1d-88ad-87976a8a54b4,YRY34RR,20260602T105842.000,220.43,Manager
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,ac3951d8-eb9f-4f68-bd75-4700eb271232,ZS3DN,20260602T125935.000,132.45,Trainee
7d0d92dc-950a-47d6-98a0-7ece5667ddb4,ffe3557d-9444-4793-a336-4539c4f52c44,U71M8GB,20260602T112813.000,37.13,Trainee
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,cc906045-373c-4c5b-be02-3c25b547990a,JSFENRH,20260602T210020.000,102.16,Trainee
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,82d87133-cd76-4da7-9b87-0f79754495df,ORT9D0F6C,20260602T162537.000,203.86,Seller
d40e7a42-0e28-4c77-b654-e01ccdff60a8,2ff2d356-d071-4318-a268-fed49e343064,4NXYZ8G,20260602T190556.000,188.06,Trainee
d40e7a42-0e28-4c77-b654-e01ccdff60a8,d649c81d-861a-4604-9e44-f1541e7b4ef8,MYRYBWYF7UK,20260602T095204.000,74.52,Cashier
a7405bfe-a0c2-43a3-b36b-6170fea28228,6295f3ae-f603-4bc0-9e4d-44af58dddfd5,CTD0GJC,20260602T094444.000,135.22,Manager
206001c8-c28b-48f9-a409-9e7536ea17e7,8fc0a575-f51e-4313-ab70-865e3f2715a1,AZSS5DD6,20260602T120806.000,233.88,Seller
b0d6fb46-4656-48be-8678-fe61c8b1b931,83a49ec3-94d9-42f4-b7b0-df7b27d251cc,C8LX0OR1I4,20260602T113804.000,22.34,Cashier
0b811f15-3d98-4f9c-ba07-1505617c47d5,03554f5f-0f73-4812-820d-5c03a3df7106,R1B7883I,20260602T190312.000,289.54,Seller
6434064d-dd58-4a3c-a8f8-ef905f51b825,59410c67-18c3-47ac-aac1-23210231bc55,GZ0JBTGBDNNU,20260602T125608.000,125.31,Seller
6434064d-dd58-4a3c-a8f8-ef905f51b825,2e5a4fee-cde2-4e3f-89bc-e23793e5ffe1,XRX4BZO4,20260602T155805.000,210.34,Trainee
6434064d-dd58-4a3c-a8f8-ef905f51b825,d8f5cced-a5db-4ae7-b470-782a1fbc764e,3F13FMYY,20260602T114602.000,62.94,Trainee
a3feebda-96b6-4da1-a8e6-637fea947c87,ba07522e-86c5-49f6-95b7-bbd5bd0178b8,24V7Y0SC,20260602T171138.000,170.33,Seller
f5e4cde1-7438-471c-a77c-16510f82d215,ee76db10-2bce-4c3b-b278-5caa7535f623,Q2QT32RNBM5,20260602T093311.000,136.15,Manager
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,0acdcd8d-210a-4836-9a73-99b503566966,VPGP2VMUP4C,20260602T114220.000,170.2,Trainee
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,d6beb942-ce8f-457f-8504-3a464787377b,6EQLLWT,20260602T124516.000,150.28,Manager
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,0f67d91b-62ca-4e15-a657-bf9496c63297,IWEH4XYS,20260602T212650.000,195.75,Manager
9e771243-eecd-4be9-8bbe-b28bbeb96101,3c642bbb-67ed-4af4-b4e4-f78aa2e62547,S1PEYLPWJ,20260602T180134.000,247.25,Seller
f5e4cde1-7438-471c-a77c-16510f82d215,3d8a419f-814c-4d9b-9bcd-ca5ad3cc17cd,SFE0CG6,20260602T193438.000,264.07,Trainee
d40e7a42-0e28-4c77-b654-e01ccdff60a8,9ade2dc8-c2e8-450f-ac7a-725aa306a3dd,4SDXT5,20260602T220425.000,183.34,Seller
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,7e353425-a704-45cb-9977-19c04edcc401,5JDNG,20260602T201321.000,159.2,Trainee
8ec2f983-bfad-42f6-9896-b54a28226f41,90cb5354-26aa-4a9d-b341-f00e2ebeb0ea,23NLTT0RUB,20260602T110107.000,161.75,Cashier
d828c12d-6a9b-4d42-8673-523d4bf4e9a7,b8e7208d-94f3-414c-b16a-c852172842b6,9HWEUJ7PRWD5,20260602T211403.000,250.57,Seller
206001c8-c28b-48f9-a409-9e7536ea17e7,dc21c8fa-8184-4f5b-b8d6-637135df9403,YW3Q7,20260602T160928.000,78.74,Cashier
83af0909-89ac-466b-9adf-f3f4eca03563,67f13902-915e-47bf-962d-4a502e87527e,H22UA,20260602T133704.000,111.94,Cashier
6434064d-dd58-4a3c-a8f8-ef905f51b825,648c8d7d-03ac-4d78-80a6-feec620892ef,1E5UUYNY,20260602T183604.000,171.42,Cashier
0a9b8920-7ef3-4b8d-bc3e-265fd8b51129,328b85e6-4c99-4de0-bd81-5f39dd2b9573,Q9ICBJM7Z,20260602T105454.000,98.33,Seller
6434064d-dd58-4a3c-a8f8-ef905f51b825,edb9c191-ef95-48c1-a918-60c04a1ca541,WCUDRZ2F27B,20260602T200857.000,177.0,Seller
d477c298-0360-40d8-9878-07326b8961cb,d35db893-93b3-4a58-8337-ea73c7e1f2d9,V1AIB,20260602T100226.000,34.0,Manager
206001c8-c28b-48f9-a409-9e7536ea17e7,2ed032ed-f6c9-4369-8aee-b0b7d6a70897,K66TF76O,20260602T213012.000,143.88,Trainee
a3feebda-96b6-4da1-a8e6-637fea947c87,0136a760-ce92-44f1-8a04-8bbaf3f6fc12,VUHFR,20260602T111133.000,95.82,Trainee
8ec2f983-bfad-42f6-9896-b54a28226f41,29cf1f75-4939-4a5b-a6b4-565e5fd6f725,NWCMV0JZ1EX,20260602T221529.000,88.39,Cashier
adf6ca3f-39fa-4fe8-a13a-fea55218ad3a,ac0fb375-2e4c-4aa9-b91b-ff8d134563c3,BGUU44N9,20260602T130030.000,88.14,Seller
